"";"Boguslawa_Andrzejewska_1_Theta_Healing";"Boguslawa_Andrzejewska_2_Badz_zwyciezca_8_krokow_do_sukcesu";"Boguslawa_Andrzejewska_3_Czy_istnieje_prawda";"Boguslawa_Andrzejewska_4_O_pozytywnym_mysleniu";"gwiezdna_wedrowka_czy_leci_z_nami_polak_wydanie_drugie_poprawione";"gwiezdna_wedrowka_lot_von_brauna";"gwiezdna_wedrowka_lot_von_brauna_cz_iii";"gwiezdna_wedrowka_lot_von_brauna_ii";"Jaszczuk_Jakub-Stern_1_Foresta-Umbra_RuLit_Me";"Jaszczuk_Jakub-Stern_2_Plan-Sary_RuLit_Me";"Jaszczuk_Jakub-Stern_3_Marionetki_RuLit_Me";"Jaszczuk_Jakub-Stern_4_Akuszer-smierci_RuLit_Me";"Wiedzmin_1_Ostatnie-zyczenie";"Wiedzmin_2_Miecz-przeznaczenia";"Wiedzmin_3_Krew-elfow";"Wiedzmin_4_Czas-pogardy";"Wiedzmin_5_chszest-ognia";"Wiedzmin_6_Wieza-jaskolki";"Wiedzmin_7_pani-jeziora";"wiedzmin_8_Sezon-burz"
"kajdany";0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0
"kakofonia";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"kalafior";0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kalamarz";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2;0;0
"kalectwo";0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0
"kalejdoskop";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"kaleka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0
"kalendarz";0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;4;1;0
"kaluza";0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;1;0
"kamien";14;0;0;6;5;0;2;0;0;1;2;0;5;11;8;0;3;1;5;0
"kamienica";0;0;0;0;0;0;0;0;1;2;2;7;0;0;0;0;0;0;0;0
"kamienny";0;0;0;0;2;1;0;1;4;6;1;4;2;2;3;0;1;0;3;0
"kamionkowy";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
"kamizelka";0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
"kampania";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"kamuflaz";0;0;0;0;0;1;0;5;0;0;0;1;0;0;0;2;0;0;0;0
"kamyk";0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
"kanal";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"kanalia";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0
"kanapka";0;0;0;0;0;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0
"kanclerz";0;0;0;0;0;0;0;0;0;5;0;0;0;6;0;0;0;0;0;0
"kandydatka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"kandydatura";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0
"kania";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0
"kant";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"kantyna";0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kapac";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"kapelusik";0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;1
"kapelusz";0;0;0;0;0;0;0;0;4;3;2;6;1;0;0;3;2;0;0;1
"kapiel";0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"kapitan";0;0;0;0;51;38;22;20;0;0;0;0;0;0;0;0;0;0;0;1
"kapitana";0;0;0;0;12;18;10;5;0;0;0;0;0;0;0;0;0;0;0;0
"kapitania";0;0;0;0;12;9;15;10;0;0;0;0;0;0;0;0;0;0;0;0
"kapitanowy";0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"kapitanski";0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kapitula";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0
"kaplan";1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;1;0;0
"kaplanka";2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0
"kaprysny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"kapsula";0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"kaptur";0;0;0;0;0;0;1;0;0;0;1;2;2;1;0;0;0;1;1;0
"kapusta";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"kar";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3
"kara";0;0;0;0;0;2;0;2;0;0;1;1;0;1;2;0;2;5;1;2
"karabin";0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"karac";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0
"karafka";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
"karaluch";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"karawan";0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0
"karawana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"karcacy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"karcer";0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"karcz";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"karczma";0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;0;0;1
"karczmarz";0;0;0;0;0;0;0;0;0;0;0;0;8;2;1;4;0;0;0;0
"kardasjan";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"kardasjanie";0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0
"kariera";0;1;0;0;0;2;0;1;4;1;0;3;0;0;0;0;0;0;0;0
"kark";0;0;1;0;2;0;0;3;0;1;2;4;4;4;3;3;4;1;1;2
"karle";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"karlowaty";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"karmic";2;1;1;3;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0
"karmienie";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"karnawalowy";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"karny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"kart";1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"karta";0;0;0;0;0;0;1;1;6;1;0;1;0;0;0;0;0;1;0;0
"karteczka";0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0
"kartka";0;0;1;1;0;0;0;0;2;11;6;10;0;0;0;0;0;0;0;0
"kartonik";0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"kartonowy";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"kary";0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;2;3;1;1
"karygodny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"karykaturalny";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"karzel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0
"kasa";0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"kasi";0;0;0;0;0;0;0;0;5;4;0;1;0;0;0;0;0;0;0;0
"kasia";0;0;0;0;0;0;0;0;19;1;0;0;0;0;0;0;0;0;0;0
"kasie";0;0;0;0;0;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0
"kaskada";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0
"kasza";1;2;2;4;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0
"kaszel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0
"kaszlnac";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"kasztan";0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"kasztanowiec";0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"kasztanowy";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
"kasztel";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"kat";0;0;0;0;4;4;2;6;0;1;4;3;0;1;3;3;2;3;1;0
"kata";0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"katar";0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"katarzyna";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"katastrofa";1;0;0;0;1;3;1;0;0;0;0;1;0;0;0;1;0;0;0;0
"katedra";0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0
"kategoria";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"kategoryczny";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"kawa";1;0;1;2;4;1;1;0;2;3;1;6;0;0;0;0;0;0;0;0
"kawal";0;0;1;0;1;0;1;0;0;2;0;1;1;0;1;0;1;0;0;0
"kawalek";0;2;2;2;1;2;1;0;0;2;0;0;1;1;1;0;0;0;0;0
"kawaler";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"kawiarni";1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"kazac";0;0;1;3;6;3;0;5;6;2;2;3;3;5;3;3;1;4;8;0
"kazanie";0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"kazia";0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0
"kazic";0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1
"kazie";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"kazimierza";0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
"kciuk";0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0
"kelner";0;0;0;0;0;0;0;0;2;3;0;8;0;0;0;0;0;0;0;0
"kepa";0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;1;0;3;0;0
"kepka";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"kerack";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16
"kes";0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0
"kesa";0;0;0;0;0;19;12;11;0;0;0;0;0;0;0;0;0;0;0;0
"kese";0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"kesie";0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
"kesy";0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0
"kibicowac";0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
"kichnac";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0
"kiecka";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
"kiedykolwiek";0;0;1;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;1;0
"kiel";0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0
"kielbasa";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0
"kielek";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"kielich";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"kieliszek";0;0;0;1;0;0;0;0;2;4;0;3;0;0;0;0;0;0;0;0
"kiepski";0;0;1;0;2;0;3;3;2;0;1;0;0;0;0;0;0;0;0;0
"kierowac";1;1;2;1;4;0;1;4;2;0;0;0;0;0;1;2;1;0;0;0
"kierowca";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"kierownik";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"kierujac";1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
"kierunek";1;2;2;3;0;0;0;0;0;4;1;1;4;1;2;6;2;1;2;2
"kieszen";0;0;0;0;1;1;1;0;9;4;4;14;2;2;3;0;0;0;0;2
"kieszonka";0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
"kieszonkowiec";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"kilkadziesiat";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kilkakrotny";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;2;0;0
"kilkanascie";0;0;0;0;1;0;0;0;0;1;4;2;1;0;0;0;0;0;0;0
"kilkudniowy";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"kilkudziesieciu";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
"kilkunastu";0;0;0;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0
"kilometr";0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"kims";0;1;1;3;1;1;1;0;0;4;0;0;0;0;1;0;0;3;1;0
"kina";1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kipiec";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"kipiel";0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"kirka";0;0;0;0;16;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
"kisc";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"kisic";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"kiszka";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"kiwac";0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
"kiwnac";0;0;0;0;0;0;0;0;1;1;1;1;1;5;2;4;1;4;2;0
"klab";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0
"klac";0;0;0;0;1;0;1;0;0;0;0;0;1;4;1;1;1;1;2;0
"klacz";0;0;0;0;0;0;0;0;0;1;0;0;9;8;2;3;0;11;3;2
"kladac";0;0;0;0;0;0;1;0;1;0;0;0;2;0;1;0;0;1;0;0
"klaki";0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
"klam";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"klamac";0;0;0;0;1;1;0;0;2;1;0;2;0;0;3;0;0;4;1;0
"klamka";0;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0
"klamra";0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;1;0;0;0
"klamstwo";3;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0
"klaniac";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"klapa";0;0;0;0;0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0
"klapnac";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0
"klarowny";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klasc";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
"klase";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"klasie";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
"klaskac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"klasnac";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"klasy";0;0;1;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"klasyczny";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3
"klaszczac";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"klatka";0;0;1;1;0;0;1;1;0;1;0;4;0;0;0;0;0;0;0;0
"klatwa";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"klaustrofobia";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"klawiatura";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"klawisz";0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0
"klebek";0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0
"klechda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"kleczec";0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;1;1;0
"kleic";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"klejnot";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"klekajac";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
"kleparowie";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"klepnac";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"klepsydra";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
"kleska";0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0
"kleszcze";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
"klient";0;0;3;1;0;0;1;0;1;2;3;8;0;0;0;4;0;0;0;0
"klientela";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"klientka";0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"klimat";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"klimkiem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"klinga";0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;4;0;0;1;2
"klingon";0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"klingonami";0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"klingoni";0;0;0;0;7;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"klingonka";0;0;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0
"klingonke";0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"klingonow";0;0;0;0;3;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"klingonska";0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"klingonskich";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"klingonskie";0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"klinika";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"klnac";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"klocic";0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0
"kloda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0
"klodka";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"klon";0;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"klopot";0;0;0;1;1;3;1;4;1;3;0;1;0;4;1;8;0;3;2;0
"klopotliwy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"klops";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"klotnia";0;1;1;0;0;2;1;0;2;1;0;1;0;0;2;0;0;0;0;0
"klucz";0;0;0;0;0;0;0;0;2;0;7;2;1;0;0;0;0;2;0;3
"kluczowy";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"kluczyc";0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;1
"kluczyk";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"kluly";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"kminek";3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"knajpa";0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
"knieja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0
"knuc";0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;1;0
"knykiec";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"kobiecosc";3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kobiecy";6;2;1;1;0;0;0;1;1;2;2;0;2;0;0;0;0;0;1;0
"kobylka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0
"koc";0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;3
"kochac";13;14;16;8;2;5;9;9;5;3;0;0;2;0;7;2;2;1;3;0
"kochana";0;3;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0
"kochanek";0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;1;0;0;2;0
"kochanie";1;1;3;1;0;1;1;1;2;1;0;0;0;0;0;0;0;0;1;0
"kochanka";0;6;0;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0
"kochanowskiego";0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0
"kochany";3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koci";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"kocie";0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"kociol";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0
"kod";0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0
"koda";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kodeks";0;0;0;0;0;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0
"kogo";0;0;0;0;2;3;1;3;2;2;1;4;3;3;6;4;5;2;2;4
"kogokolwiek";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"kogoz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"kogut";0;0;0;0;1;0;0;0;0;0;1;0;4;0;0;1;0;0;0;0
"kogutek";0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
"koic";0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kojaco";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kojarzyc";0;1;1;0;1;0;0;1;2;2;1;0;0;0;0;1;1;0;1;0
"kok";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
"kokarda";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"kokosowy";3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kola";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"kolacja";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0
"kolatka";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"kolczasty";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"kolczuga";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
"kolczyk";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0
"kolec";0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0
"kolega";1;1;0;0;4;2;1;2;5;9;3;9;0;0;0;6;1;1;0;0
"kolegium";0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
"kolej";1;2;2;0;0;1;0;2;0;0;0;0;1;0;0;0;0;2;0;0
"kolejka";0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0
"kolejno";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1
"kolejnosc";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"kolek";0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
"kolekcjonowac";1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1
"kolendra";3;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"koles";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"kolezanka";3;0;1;0;0;1;0;0;0;3;9;0;0;0;0;0;0;0;0;0
"kolia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"kolko";0;1;0;0;0;0;0;0;1;0;0;1;2;1;0;1;0;0;0;0
"kolnierz";0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;0;0
"kolo";0;1;0;1;1;1;0;0;3;1;0;0;1;7;0;3;1;3;2;0
"kolorowa";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"kolorowe";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"kolorowy";0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0
"kolumna";0;0;0;0;0;0;0;0;1;0;0;0;0;5;1;8;0;0;1;0
"kolysac";0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0;0;0;0
"kom";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"komando";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;0;0;0
"komandor";0;0;0;0;5;2;0;11;0;0;0;0;0;0;0;0;0;0;0;0
"komar";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
"kombinezon";0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"komenda";0;0;0;0;2;1;1;0;1;1;4;1;1;2;2;0;0;1;0;0
"komendant";0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;8;0;0;0;0
"komentarz";0;0;0;0;2;1;1;0;0;2;0;1;0;0;0;0;0;0;3;0
"komentowac";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
"kometa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
"komfortowy";0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0
"komiczny";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"komin";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;2;1;1
